Year,MSHA ID,Mine Name,Mine State,Mine County,MineBasin,Mine Status,MineType,Company Type,OperationType,Operating Company,Operating Company Address,Union Code,Production,AverageEmployees,LaborHours
2011,4607273,Justice #1,West Virginia (Southern),Boone,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Independence Coal Company Inc,"93 Randy Hager Lane, Madison, WV 25130",,364839,141,327516
2011,4607908,Big Mountain No 16,West Virginia (Southern),Boone,Appalachia,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Pine Ridge Coal Company Llc,"308 School House Rd., Seth, WV 25181",United Mine Workers of America,1078515,208,498917
2011,4607938,Black Castle Mining Co,West Virginia (Southern),Boone,Appalachia,Active,Surface,Operating Subsidiary,Mine only,Elk Run Coal Co.,"93 Randy Hager Lane, Madison, WV 25130",,2814522,232,654278
2011,4608305,Campbells Creek 11b Mine,West Virginia (Southern),Boone,Appalachia,"Active, men working, not producing",Underground,Contractor,Mine only,"Eastern Associated Coal, Llc.","P.O. Box 776, Danville, WV 25053",United Mine Workers of America,193877,55,95889
2011,4608384,Seng Creek Powellton,West Virginia (Southern),Boone,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Elk Run Coal Company Inc,"P.O. Box 497, Sylvester, WV 25193",,334638,86,202787
2011,4608553,Black King I  North Portal,West Virginia (Southern),Boone,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Elk Run Coal Company Inc,"P.O. Box 497, Sylvester, WV 25193",,166011,45,108140
2011,4608637,Campbells Creek No. 10 Mine,West Virginia (Southern),Boone,Appalachia,Active,Underground,Contractor,Mine only,"Gateway Eagle Coal Company, Ll","P.O. Box 776, Danville, WV 25053",United Mine Workers of America,302444,71,159501
2011,4608645,Twilight Mtr Surface Mine,West Virginia (Southern),Boone,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Progress Coal,"400 Patterson Lane, Charleston, WV 25311",,3168486,353,756457
2011,4608735,Allegiance Mine,West Virginia (Southern),Boone,Appalachia,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Independence Coal Company Inc,"93 Randy Hager Lane, Madison, WV 25130",,164298,68,151144
2011,4608870,Synergy Surface Mine No 1,West Virginia (Southern),Boone,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Legacy Resources Llc,"P.O. Box 2246, Beckley, WV 25802",,920107,100,242553
2011,4608921,Surface Mine No 7,West Virginia (Southern),Boone,Appalachia,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Frasure Creek Mining Llc,"4978 Teays Valley Road, Scott Depot, WV 25560",,140548,44,89348
2011,4608949,Winifrede 12 Mine,West Virginia (Southern),Boone,Appalachia,"Active, men working, not producing",Underground,Contractor,Mine only,Laurel Coal Corp.,"P.O. Box 1180, Danville, WV 25053",United Mine Workers of America,196446,45,97730
2011,4608993,Coalburg No 1 Mine,West Virginia (Southern),Boone,Appalachia,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Newtown Energy, Inc.","4449 Left Fork Of Joes Creek, Comfort, WV 25049",,366322,47,116384
2011,4609070,Boone North No. 2 Surface Mine,West Virginia (Southern),Boone,Appalachia,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Raven Crest Contracting, Llc","1295 Ashford Hill Road, Ashford, WV 25009",,711357,72,183546
2011,4609073,Sugar Maple Mine,West Virginia (Southern),Boone,Appalachia,Active,Underground,Operating Subsidiary,Mine only,"Gateway Eagle Coal Company, Ll","54912 Pond Fork Road, Wharton, WV 25208",,241794,53,118589
2011,4609082,Coalburg No 1 Mine,West Virginia (Southern),Boone,Appalachia,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Jarrell's Branch Coal Company,"P.O. Box 1445, Beckley, WV 25802",,331623,62,142712
2011,4609086,Brody Mine No 1,West Virginia (Southern),Boone,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Brody Mining Llc,"P.O. Box 179, Wharton, WV 25208",,1443090,375,994348
2011,4609150,Dorothy No 3 Mine,West Virginia (Southern),Boone,Appalachia,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Mountain Edge Mining Inc,"P.O. Box 2226, Beckley, WV 25802",,417144,76,179183
2011,4609152,Black Oak Mine,West Virginia (Southern),Boone,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Eastern Associated Coal Llc,"54912 Pond Fork Road, Wharton, WV 25208",United Mine Workers of America,650591,182,446002
2011,4609163,Roundbottom Powellton Deep Min,West Virginia (Southern),Boone,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Elk Run Coal Company,"P.O. Box 497, Sylvester, WV 25193",,700302,151,360932
2011,4609244,Randolph Mine,West Virginia (Southern),Boone,Appalachia,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Inman Energy,"93 Randy Hanger Lane, Madison, WV 25130",,321180,108,263048
2011,4609286,Mine No 6,West Virginia (Southern),Boone,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Coal River Mining Llc,"P.O. Box 79, Alum Creek, WV 25003",,795448,52,169603
2011,4609293,Hunter Peerless Mine,West Virginia (Southern),Boone,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Elk Run Coal Company,"P.O. Box 497, Sylvester, WV 25193",,794869,85,201755
2011,4609309,Hill Fork Surface Mine,West Virginia (Southern),Boone,Appalachia,Active,Surface,Operating Subsidiary,Mine only,Hobet Mining Llc,"P.O. Box 305, Madison, WV 25130",United Mine Workers of America,854678,88,230732
2011,4609325,Fork Creek No 10 Mine,West Virginia (Southern),Boone,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Coal River Mining Llc,"P.O. Box 79, Alum Creek, WV 25547",,670545,90,225866
2011,4609343,Workman Branch Deep Mine,West Virginia (Southern),Boone,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,"Lago Mining, Llc","P.O. Box B 295, Beckley, WV 25802",,114815,59,87427
2011,4609067,Crosscreek Mine,West Virginia (Northern),Brooke,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Oxford Mining Co Llc,"544 Chestnut Street, Coshocton, OH 43812",,124389,17,37859
2011,4608377,Surface Mine No 2,West Virginia (Southern),Clay,Appalachia,Active,Surface,Operating Subsidiary,Mine only,Fola Coal Company Llc,"P.O. Box 180, Bickmore, WV 25019",,2164842,155,404517
2011,4609171,Rocklick Coalburg Deep Mine,West Virginia (Southern),Clay,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Little Eagle Coal Company Llc,"P.O. Box 180, Bickmore, WV 25019",,338787,79,200607
2011,4604236,Maple Eagle No 1 Mine,West Virginia (Southern),Fayette,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Maple Coal Co,"702 Professional Park Drive, S, Summersville, WV 26651",,607954,194,411516
2011,4607058,Huffman Surface Mine No 1and S,West Virginia (Southern),Fayette,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Maple Coal Co.,"702 Professional Park Drive, S, Summersville, WV 26651",,569696,41,101021
2011,4607491,S-7 Surface Mine,West Virginia (Southern),Fayette,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,"Revelation Energy, Llc","1051 Main Street, Suite 100, Milton, WV 25541",,329157,29,80729
2011,4608625,Kingston No 1,West Virginia (Southern),Fayette,Appalachia,Active,Underground,Operating Subsidiary,Mine only,"Kingston Mining, Inc.","600 Resource Drive, Scarbro, WV 25917",,585367,98,243424
2011,4608932,Kingston No. 2,West Virginia (Southern),Fayette,Appalachia,Active,Underground,Operating Subsidiary,Mine only,"Kingston Mining, Inc.","600 Resource Drive, Scarbro, WV 25917",,523959,95,244034
2011,4609054,Republic Energy,West Virginia (Southern),Fayette,Appalachia,Active,Surface,Operating Subsidiary,Mine only,Elk Run Coal Co,"400 Patterson Lane, Charleston, WV 25311",,2342170,273,604350
2011,4609105,Surface No 5,West Virginia (Southern),Fayette,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Frasure Creek Mining Llc,"4978 Teays Valley Road, Scott Depot, WV 25560",,818533,160,386853
2011,4609237,Alloy Powellton,West Virginia (Southern),Fayette,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Mammoth Coal Co.,"P.O. Box 150, Cannelton, WV 25036",,232877,100,233868
2011,4609329,Mine No 11,West Virginia (Southern),Fayette,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Frasure Creek Mining Llc,"4978 Teays Valley Road, Scott Depot, WV 25560",,141656,61,112090
2011,4609369,Bismarck  Mine,West Virginia (Northern),Grant,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,"Vindex Energy Corp,","265 Glass Drive, Mt. Lake Park, MD 21550",,119574,50,127507
2011,4608799,Addcar System 11 Hwm Serial No,West Virginia (Southern),Greenbrier,Appalachia,"Active, men working, not producing",Surface,Indepedent Producer Operator,Mine only,Icg Addcar Systems Llc,"No. 1 Hwm Drive, Ashland, KY 41102",,395967,29,42515
2011,4608909,Midland Trail Mine No. 2,West Virginia (Southern),Greenbrier,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,"West Virginia Mine Power, Inc","P.O. Box 593, Rupert, WV 25984",,107019,74,175824
2011,4609154,Pocahontas Mine,West Virginia (Southern),Greenbrier,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,White Buck Coal Company,"P.O. Box 190, Leivasy, WV 26676",,282689,106,245530
2011,4609172,Mountaineer Pocahontas Mine No,West Virginia (Southern),Greenbrier,Appalachia,Active,Underground,Operating Subsidiary,Mine only,"West Virginia Mine Power, Inc.","P.O. Box O, Rupert, WV 25984",,319606,205,459232
2011,4609246,Midland Trail Surface Mine No.,West Virginia (Southern),Greenbrier,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,"West Virginia Mine Power, Inc.","P.O. Box Q, Rupert, WV 25984",,250280,52,129776
2011,4609060,#4 Mine,West Virginia (Northern),Harrison,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,"Ten-Mile Coal Co., Inc.","P.O. Box 549, Dellslow, WV 26531",,422255,75,164550
2011,4605437,American Eagle Mine,West Virginia (Southern),Kanawha,Appalachia,Active,Underground,Contractor,Mine only,"Speed Mining, Llc","P.O. Box 99, Dawes, WV 25054",,1842978,338,900869
2011,4607178,Samples Mine,West Virginia (Southern),Kanawha,Appalachia,Active,Surface,Operating Subsidiary,Mine only,Catenary Coal Company Llc,"5914 Cabin Creek Rd, Eskdale, WV 25075",,173083,31,76943
2011,4608596,Fourmile Fork,West Virginia (Southern),Kanawha,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Pritchard Mining Co Inc.,"P.O. Box 3311, Charleston, WV 25333",,555455,66,160194
2011,4608759,Eagle Mine,West Virginia (Southern),Kanawha,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Newtown Energy Inc,"P.O. Box 189, Comfort, WV 25049",,503972,134,336826
2011,4608869,Quincy Manufactured Home Park,West Virginia (Southern),Kanawha,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Development Services Inc,"200 Association Drive, Charleston, WV 25311",,330173,39,101020
2011,4608906,Rush Creek Surface Mine,West Virginia (Southern),Kanawha,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Keystone Development,"P.O. Box 4386, Charleston, WV 25364",,150572,28,63715
2011,4608999,Mine No 1,West Virginia (Southern),Kanawha,Appalachia,Active,Underground,Contractor,Mine only,S E L A H  Corporation,"P.O. Box 1375, Gilbert, WV 25621",,355777,41,98112
2011,4609107,Campbells Creek No 7 Mine,West Virginia (Southern),Kanawha,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Midland Trail Energy Llc,"Hc 36 Box 42, Charleston, WV 25306",,302875,57,166437
2011,4609108,Mammoth #2 Gas,West Virginia (Southern),Kanawha,Appalachia,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Mammoth Coal Co.,"Rt 60, Cannelton, WV 25036",,232654,88,184859
2011,4609148,Laurel Coalburg Tunnel Mine,West Virginia (Southern),Kanawha,Appalachia,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Mammoth Coal Co,"P.O. Box 150, Cannelton, WV 25036",,150885,52,118354
2011,4609153,Samples Mine Highwall Miner,West Virginia (Southern),Kanawha,Appalachia,Active,Surface,Operating Subsidiary,Mine only,Catenary Coal Company Llc,"100 Toms Fork Road, Eskdale, WV 25075",,108271,5,13166
2011,4609170,Four Mile Surface Mine No 2,West Virginia (Southern),Kanawha,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Hanover Resources Llc,"476 Ragland Road, Suite 2, Beckley, WV 25801",,569975,57,137644
2011,4609221,Slabcamp,West Virginia (Southern),Kanawha,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Mammoth Coal Co.,"P.O. Box 120, Leivasy, WV 26676",,804118,94,224999
2011,4609230,Winchester Mine,West Virginia (Southern),Kanawha,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Remington Llc,"800 Toms Fork Road, Eskdale, WV 25075",,888887,125,266640
2011,4609231,Coalburg No. 2 Mine,West Virginia (Southern),Kanawha,Appalachia,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Newtown Energy, Inc.","P.O. Box 189, Comfort, WV 25049",,564967,61,135285
2011,4609285,Briar Mountain Surface Mine,West Virginia (Southern),Kanawha,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Ed Coal Inc,"P.O. Box 726, Ceredo, WV 25507",,744018,69,173021
2011,4609297,Bc No. 1 Deep Mine,West Virginia (Southern),Kanawha,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Midland Trail Energy Llc,"42 Rensford Star Rt., Charleston, WV 25306",,809135,97,254016
2011,4608763,Fork Creek No 1,West Virginia (Southern),Lincoln,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Coal River Mining Llc,"P.O. Box 79, Alum Creek, WV 25003",,577232,136,414567
2011,4609042,Fork Creek Mine No 3,West Virginia (Southern),Lincoln,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Coal River Mining Llc,"P.O. Box 79, Alum Creek, WV 25003",,381532,53,135708
2011,4609120,Mine 5,West Virginia (Southern),Lincoln,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Coal River Mining Llc,"P.O. Box 79, Alum Creek, WV 25003",,361930,33,68581
2011,4606750,Eagle Creek No 5 Mine,West Virginia (Southern),Logan,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Eagle Creek Mining Llc,"P.O. Box 1200, Robinson Cree, KY 41560",,444418,29,77035
2011,4608249,Surface No 1,West Virginia (Southern),Logan,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,"Stollings Trucking Co., Inc.","P.O. Box 328, Mount Gay, WV 25637",,382046,51,130523
2011,4608268,No. 6,West Virginia (Southern),Logan,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Rockhouse Creek Development Ll,"P.O. Box 1389, Gilbert, WV 25621",,109956,51,119606
2011,4608570,Coalburg No 2 Mine,West Virginia (Southern),Logan,Appalachia,Active,Underground,Operating Subsidiary,Mine only,"Rio Group, Inc.","P.O. Box D, Holden, WV 25625",,218534,30,66618
2011,4608636,No. 2,West Virginia (Southern),Logan,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Rockhouse Creek Development Ll,"P.O. Box 1389, Gilbert, WV 25621",,102694,52,121877
2011,4608693,Freeze Fork Surface Mine,West Virginia (Southern),Logan,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Highland Mining Company,"P.O. Box 1098, Holden, WV 25625",,689166,76,201919
2011,4608738,Diamond Energy,West Virginia (Southern),Logan,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Spartan Mining Company Inc,"P.O. Box 1120, Holden, WV 25625",,193232,40,95279
2011,4608801,Aracoma Alma Mine #1,West Virginia (Southern),Logan,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Aracoma Coal Company Inc,"P.O. Box 1120, Holden, WV 25625",,821483,167,380377
2011,4608802,Hernshaw Mine,West Virginia (Southern),Logan,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Aracoma Coal Company Inc,"P.O. Box 1120, Holden, WV 25625",,193157,49,112743
2011,4608939,Guyan,West Virginia (Southern),Logan,Appalachia,Active,Surface,Operating Subsidiary,Mine only,Apogee Coal Company Llc,"Hc 61 Box 156, Yolyn, WV 25654",United Mine Workers of America,2637402,225,573499
2011,4608973,Wv-3 Surface Mine,West Virginia (Southern),Logan,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Kentucky Fuel Corporation,"P.O. Box 130, Mousie, KY 41839",,152103,32,79329
2011,4608984,Coal-Mac Inc Holden #22 Surfac,West Virginia (Southern),Logan,Appalachia,Active,Surface,Operating Subsidiary,Mine only,Phoenix Coal-Mac Mining Inc,"P.O. Box 1050, Holden, WV 25625",,2981368,233,696525
2011,4609029,Mountaineer Ii Mine,West Virginia (Southern),Logan,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Mingo Logan Coal Company,"P.O. Box E, Sharples, WV 25183",,3291560,367,941160
2011,4609089,Camp Branch Mine,West Virginia (Southern),Logan,Appalachia,Active,Surface,Operating Subsidiary,Mine only,Rum Creek Coal Sales,"P.O. Box 1096, Holden, WV 25625",,722576,86,229167
2011,4609101,Toney Fork Surface Mine,West Virginia (Southern),Logan,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,"Cliffs Logan County Coal, Llc","100 Market St Ste A, Man, WV 25635",,1219753,107,277539
2011,4609174,Spruce No. 1 Mine,West Virginia (Southern),Logan,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Eagle Creek Mining Llc,"P.O. Box 1200, Robinson, KY 41560",,819831,38,97053
2011,4609217,Powellton #1 Mine,West Virginia (Southern),Logan,Appalachia,Active,Underground,Operating Subsidiary,Mine only,"Cliffs Logan County Coal, Llc","119 Rich Creek Road, Lyburn, WV 25632",,722399,215,521744
2011,4609254,Hatfield Energy Mine,West Virginia (Southern),Logan,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Spartan Mining Company Inc.,"P.O. Box 40, Wharncliffe, WV 25651",,164571,43,98046
2011,4609280,Dingess Chilton Mine,West Virginia (Southern),Logan,Appalachia,Active,Underground,Operating Subsidiary,Mine only,"Cliffs Logan County Coal, Llc","119 Rich Creek Road, Lyburn, WV 25632",,565763,132,296093
2011,4609299,Cedar Grove #1 Mine,West Virginia (Southern),Logan,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Aracoma Coal Company,"P.O. Box 1120, Holden, WV 25625",,327940,53,120584
2011,4609409,Shm 12-66,West Virginia (Southern),Logan,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Rum Creek Coal Sales,"P.O. Box 1098, Holden, WV 25625",,153580,15,29851
2011,4603404,No 32 Mine,West Virginia (Southern),Mcdowell,Appalachia,"Active, men working, not producing",Surface,Operating Subsidiary,Mine and Preparation Plant,Bluestone Coal Corporation,"100 Cranberry Creek Drive, Beckley, WV 25801",United Mine Workers of America,265198,59,125522
2011,4606578,Red Fox Surface Mine,West Virginia (Southern),Mcdowell,Appalachia,Active,Surface,Operating Subsidiary,Mine only,Justice Energy Company Inc,"P.O. Box 1085, Beckley, WV 25801",United Mine Workers of America,765855,104,226729
2011,4608131,Mine No. 35,West Virginia (Southern),Mcdowell,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,"Xmv, Inc.","640 Clover Dew Dairy Road, Princeton, WV 24740",,180275,43,111047
2011,4608647,Eckman Surface Mine,West Virginia (Southern),Mcdowell,Appalachia,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,"Extra Energy, Inc.","P.O. Box 10, Bishop, VA 24604",,318038,80,242916
2011,4608884,No 58,West Virginia (Southern),Mcdowell,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Pay Car Mining Inc,"100 Cranberry Creek Dr, Beckley, WV 25801",,199979,74,174550
2011,4609066,Cucumber Mine,West Virginia (Southern),Mcdowell,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Brooks Run Mining Company Llc,"208 Business Street, Beckley, WV 25801",,279517,77,176388
2011,4609093,Mine No. 7,West Virginia (Southern),Mcdowell,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Rock N Roll Coal Com,"4641 Greenbrier Mtn Rd, Panther, WV 24872",,129743,17,35609
2011,4609100,Mountain Fork No 2,West Virginia (Southern),Mcdowell,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,C & A Coal Company,"P.O. Box 1030, Bluefield, VA 24605",,108951,31,58856
2011,4609219,Highwall Miner #2,West Virginia (Southern),Mcdowell,Appalachia,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,"Twin State Mining, I","P.O. Box 196, Horsepen, VA 24619",,139718,11,40915
2011,4609261,Mine No. 39,West Virginia (Southern),Mcdowell,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,"Xmv, Inc.","640 Clover Dew Dairy Road, Princeton, WV 24740",,423642,133,343952
2011,4609298,Mine No. 40,West Virginia (Southern),Mcdowell,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,"Xmv, Inc.","Route 161 Old Consol Building, Horsepen, VA 24619",,230321,47,117034
2011,4609300,Redhawk Surface Mine,West Virginia (Southern),Mcdowell,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,"Extra Energy, Inc.","P.O. Box 10, Bishop, VA 24604",,257840,34,95852
2011,4609348,Horse Creek No 1,West Virginia (Southern),Mcdowell,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,"Brooks Run Mining Company, Llc","208 Business Street, Beckley, WV 25801",,169572,47,123993
2011,4601318,Robinson Run No 95,West Virginia (Northern),Marion,Appalachia,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consolidation Coal Company,"79 Camp Run Road, Mannington, WV 26582",United Mine Workers of America,5958158,588,1464884
2011,4601433,Loveridge #22,West Virginia (Northern),Marion,Appalachia,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consolidation Coal Company,"P.O. Box 40, Fairview, WV 26570",United Mine Workers of America,5638973,673,1568097
2011,4601436,Shoemaker Mine,West Virginia (Northern),Marshall,Appalachia,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consolidation Coal Company,"Rd 1 Box 62a, Dallas, WV 26036",United Mine Workers of America,5148574,680,1640102
2011,4601437,Mcelroy Mine,West Virginia (Northern),Marshall,Appalachia,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Mcelroy Coal Company,"57 Goshorn Woods Road, Cameron, WV 26033",United Mine Workers of America,9253481,969,2316494
2011,4605978,Bronzite Iii,West Virginia (Southern),Mingo,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Consol Of Kentucky Inc,"P.O. Box 76, Naugatuck, WV 25685",,292050,40,113295
2011,4606089,Minway Surface,West Virginia (Southern),Mingo,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Consol Of Kentucky Inc,"P.O. Box 76, Naugatuck, WV 25685",,392930,19,48096
2011,4607165,North Surface Mine,West Virginia (Southern),Mingo,Appalachia,Active,Surface,Operating Subsidiary,Mine only,Alex Energy Inc,"P.O. Box 1100, Holden, WV 25625",,605300,70,189500
2011,4607545,Mine No 1,West Virginia (Southern),Mingo,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Premium Energy Llc,"P.O. Box 469, Williamson, WV 25661",,1035204,107,295108
2011,4607695,Lower Pete Branch Alma Mine,West Virginia (Southern),Mingo,Appalachia,Active,Surface,Operating Subsidiary,Mine only,Chafin Branch Coal Co Llc,"P.O. Box 1389, Gilbert, WV 25621",,281737,33,78726
2011,4608632,No 9 Surface,West Virginia (Southern),Mingo,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,"White Flame Energy, Inc","P.O. Box 469, Williamson, WV 25661",,679055,56,140108
2011,4608730,Mountaineer Alma A Mine,West Virginia (Southern),Mingo,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Cobra Natural Resources Llc,"P.O. Box 40, Wharncliffe, WV 25651",,327859,101,261360
2011,4608778,No 3,West Virginia (Southern),Mingo,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Rockhouse Creek Development Ll,"P.O. Box 1389, Gilbert, WV 25621",,205820,54,128792
2011,4608808,Ruby Energy,West Virginia (Southern),Mingo,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,"Spartan Mining Co., Inc.","P.O. Box 310, Delbarton, WV 25670",,563290,119,282435
2011,4608930,Grapevine South Surface Mine,West Virginia (Southern),Mingo,Appalachia,Active,Surface,Contractor,Mine only,Cam Mining Llc,"P.O. Box 1169, Pikeville, KY 41502",,313917,51,138859
2011,4609018,No. 8,West Virginia (Southern),Mingo,Appalachia,Active,Underground,Operating Subsidiary,Mine only,"Rockhouse Creek Development, L","P.O. Box 1389, Gilbert, WV 25621",,328527,111,273780
2011,4609035,Mt-34/Peg Fork,West Virginia (Southern),Mingo,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Consol Of Kentucky Inc,"P.O. Box 76, Naugatuck, WV 25685",,763899,46,120564
2011,4609151,Superior #46,West Virginia (Southern),Mingo,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Bundy Auger Mining Inc,"2005 Webster Rd, Summersville, WV 26651",,164233,12,30720
2011,4609185,Mt-13/500,West Virginia (Southern),Mingo,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Consol Of Kentucky Inc,"P.O. Box 76, Naugatuck, WV 25685",,221716,19,45837
2011,4609187,No 2 Deep Mine,West Virginia (Southern),Mingo,Appalachia,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Alpha & Omega Coal Company Llc,"P.O. Box 887, Louisa, KY 41230",,340231,30,73245
2011,4609194,Mine No 3,West Virginia (Southern),Mingo,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,C K Coal Corp,"P.O. Box 1805, Gilbert, WV 25621",,342749,40,85161
2011,4609245,Isaban Deep Mine No. 3,West Virginia (Southern),Mingo,Appalachia,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Frasure Creek Mining Llc,"4978 Teays Valley Road, Scott Depot, WV 25560",,112011,53,94603
2011,4609269,Mine No 8,West Virginia (Southern),Mingo,Appalachia,Temporarily closed,Underground,Indepedent Producer Operator,Mine only,Spartan Mining Co.,"P.O. Box 310, Delbarton, WV 25670",,109230,23,40455
2011,4609279,No. 3-A Mine,West Virginia (Southern),Mingo,Appalachia,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,Rockhouse Creek Development Ll,"P.O. Box 1389, Gilbert, WV 25621",,216452,56,131210
2011,4609307,Mt-41,West Virginia (Southern),Mingo,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Consol Of Kentucky Inc,"P.O. Box 76, Naugatuck, WV 25685",,394727,44,113329
2011,4601456,Federal No 2,West Virginia (Northern),Monongalia,Appalachia,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Eastern Associated Coal Llc,"1044 Miracle Run Rd, Fairview, WV 26570",UNIT,3744764,560,1264731
2011,4604387,Prime No. 1 Mine,West Virginia (Northern),Monongalia,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Dana Mining Company Llc,"308 Dents Run Road, Morgantown, WV 26501",,1391895,161,379967
2011,4605589,Crawdad No 1 Mine,West Virginia (Northern),Monongalia,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Red Bone Mining Company,"27 Pinnacle Lane, Morgantown, WV 26508",,290281,45,94967
2011,4607355,Bucy Job,West Virginia (Northern),Monongalia,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Shafer Brothers Construction I,"668 Lower Hildebrand Rd, Morgantown, WV 26501",,202190,21,34920
