Year,MSHA ID,Mine Name,Mine State,Mine County,MineBasin,Mine Status,MineType,Company Type,OperationType,Operating Company,Operating Company Address,Union Code,Production,AverageEmployees,LaborHours
2011,4607654,Patriot Mining Company Inc,West Virginia (Northern),Monongalia,Appalachia,Active,Surface,Operating Subsidiary,Mine only,Patriot Mining Company Inc,"2708 Cranberry Square, Morgantown, WV 26508",,521721,34,80201
2011,4606870,No 1 Surface,West Virginia (Southern),Nicholas,Appalachia,Active,Surface,Operating Subsidiary,Mine only,Alex Energy Inc,"P.O. Box 857, Summersville, WV 26651",,1634563,225,571496
2011,4608365,Grassy Creek No 1,West Virginia (Southern),Nicholas,Appalachia,Active,Underground,Operating Subsidiary,Mine only,White Buck Coal Company,"P.O. Box 180, Leivasy, WV 26676",,337681,109,262171
2011,4608675,Crooked Run Surface Mine,West Virginia (Southern),Nicholas,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,"Atlantic Leaseco, Llc","702 Professional Park Dr., Sui, Summersville, WV 26651",,719497,56,148310
2011,4608787,Jerry Fork Eagle,West Virginia (Southern),Nicholas,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Alex Energy Inc,"P.O. Box 857, Summersville, WV 26651",,161394,72,159362
2011,4609220,Bearpen Surface Mine,West Virginia (Southern),Nicholas,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Icg Eastern Llc,"P.O. Box 1019, Cowen, WV 26206",,374086,40,110557
2011,4609266,Hominy Creek Mine,West Virginia (Southern),Nicholas,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,White Buck Coal Company,"P.O. Box 150, Leivasy, WV 26676",,178729,59,130499
2011,4609373,Left Fork No. 1 Deep Mine,West Virginia (Southern),Nicholas,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Icg Eastern Llc,"P.O. Box 1019, Cowen, WV 26206",,152563,29,67214
2011,4608864,Tunnel Ridge Mine,West Virginia (Northern),Ohio,Appalachia,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,"Tunnel Ridge, Llc","1119 Cherry Hill Rd, Wheeling, WV 26003",,275227,220,443354
2011,4605252,Beckley Pocahontas Mine,West Virginia (Southern),Raleigh,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Icg Beckley Llc,"P.O. Box 49, Eccles, WV 25836",,1070478,268,619138
2011,4607191,Josephine No 2 Mine,West Virginia (Southern),Raleigh,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Pocahontas Coal Company Llc,"109 Appalachian Drive, Beckley, WV 25801",,295264,78,310519
2011,4608266,Josephine No 3 Mine,West Virginia (Southern),Raleigh,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Pocahontas Coal Company Llc,"109 Appalachian Drive, Beckley, WV 25801",,186788,50,150854
2011,4608315,Brushy Eagle,West Virginia (Southern),Raleigh,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Marfork Coal Company Inc,"P.O. Box 457, Whitesville, WV 25209",,331468,97,230021
2011,4608551,Marsh Fork Mine,West Virginia (Southern),Raleigh,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Marfork Coal Company Inc,"P.O. Box 457, Whitesville, WV 25209",,153357,64,152471
2011,4608758,Eagle #1,West Virginia (Southern),Raleigh,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Rhino Eastern Llc,"P.O. Box 260, Bolt, WV 25817",,230690,73,179386
2011,4608829,Beckley Crystal,West Virginia (Southern),Raleigh,Appalachia,Active,Underground,Contractor,Mine only,Baylor Mining Inc,"P.O. Box 577, Mabscott, WV 25871",,140470,45,99882
2011,4608977,Edwight Surface Mine,West Virginia (Southern),Raleigh,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Alex Energy Inc,"400 Patterson Lane, Charleston, WV 25311",,1262808,134,295628
2011,4609026,Ewing Fork No. 1 Surface Mine,West Virginia (Southern),Raleigh,Appalachia,Active,Surface,Operating Subsidiary,Mine only,"Simmons Fork Mining, Inc.","400 Patterson Lane, Charleston, WV 25311",,1001537,80,212725
2011,4609048,Slip Ridge Cedar Grove Mine,West Virginia (Southern),Raleigh,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,"Marfork Coal Company, Inc.","P.O. Box 457, Whitesville, WV 25209",,460496,106,260279
2011,4609091,Horse Creek Eagle,West Virginia (Southern),Raleigh,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Marfork Coal Company,"P.O. Box 457, Whitesville, WV 25209",,379095,87,198427
2011,4609092,Allen Powellton Mine,West Virginia (Southern),Raleigh,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Marfork Coal Company,"P.O. Box 457, Whitesville, WV 25209",,357491,52,127082
2011,4609096,Pocahontas Highwall Mines,West Virginia (Southern),Raleigh,Appalachia,Active,Surface,Operating Subsidiary,Mine only,"Pocahontas Coal Company, Llc","109 Appalachian Drive, Beckley, WV 25801",,459818,32,110351
2011,4609176,Beetree Surface Mine,West Virginia (Southern),Raleigh,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Marfork Coal Company,"P.O. Box 457, Whitesville, WV 25209",,624785,95,247750
2011,4609193,Parker Peerless Mine,West Virginia (Southern),Raleigh,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Marfork Coal Company Inc,"P.O. Box 457, Whitesville, WV 25209",,360546,79,181870
2011,4608194,Pleasant Hill Mine,West Virginia (Northern),Randolph,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Carter Roag Coal Company,"Hc 58 Box 200, Mill Creek, WV 26280",,606361,124,302242
2011,4609028,Mountain View Mine,West Virginia (Northern),Tucker,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,"Mettiki Coal Wv, Llc","293 Table Rock Road, Oakland, MD 21550",,2317564,222,485504
2011,4609115,Imperial Mine,West Virginia (Northern),Upshur,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Wolf Run Mining Company,"1 Edmiston Way, Suite 111, Buckhannon, WV 26201",,648062,105,265865
2011,4605121,Camp Creek Mine,West Virginia (Southern),Wayne,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Rockspring Development Inc,"P.O. Box 390, East Lynn, WV 25512",,2972383,419,993066
2011,4608704,Copley Trace Surface Mine,West Virginia (Southern),Wayne,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Argus Energy Wv Llc,"P.O. Box 200, Dunlow, WV 25511",,589632,87,230384
2011,4608772,Deep Mine No 7,West Virginia (Southern),Wayne,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Argus Energy Wv Llc,"P.O. Box 416, Kenova, WV 25530",,349631,51,127162
2011,4608994,Deep Mine No 8,West Virginia (Southern),Wayne,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Argus Energy Wv Llc,"P.O. Box 190, Lovely, KY 41231",,304543,78,193048
2011,4609007,Highwall Miner No 1,West Virginia (Southern),Wayne,Appalachia,Active,Surface,Indepedent Producer Operator,Mine only,Bundy Auger Mining Inc,"2005 Webster Rd, Summersville, WV 26651",,158159,19,40508
2011,4607945,Birch River Mine,West Virginia (Northern),Webster,Appalachia,Active,Surface,Operating Subsidiary,Mine only,Icg Eastern Llc,"P.O. Box 1019, Cowen, WV 26206",,940059,99,254463
2011,4608885,Poplar Ridge No 1 Deep Mine,West Virginia (Northern),Webster,Appalachia,Active,Underground,Contractor,Mine only,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601",,1128640,121,221256
2011,4609036,Seven Pines,West Virginia (Northern),Webster,Appalachia,Active,Surface,Contractor,Mine only,Brooks Run Mining Company Llc,"25 Little Birch Road, Sutton, WV 26601",,1110595,79,201910
2011,4609371,Saylor B,West Virginia (Northern),Webster,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,"Brooks Run Mining Company, Llc","25 Little Birch Road, Sutton, WV 26601",,216323,54,75578
2011,4601544,Road Fork #51 Mine,West Virginia (Southern),Wyoming,Appalachia,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Spartan Mining Company,"208 Business Street, Beckley, WV 25801",,361557,103,261175
2011,4601816,Pinnacle Mine,West Virginia (Southern),Wyoming,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Pinnacle Mining Company Llc,"P.O. Box 338, Pineville, WV 24874",United Mine Workers of America,1165799,406,1000522
2011,4606263,Wyoming No 2,West Virginia (Southern),Wyoming,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,Brooks Run Mining Company Llc,"208 Business Street, Beckley, WV 25801",,201377,59,153288
2011,4608684,No 34 Mine,West Virginia (Southern),Wyoming,Appalachia,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Bluestone Coal Corporation,"100 Cranberry Creek Drive, Beckley, WV 25801",United Mine Workers of America,102039,21,49774
2011,4609020,No 65,West Virginia (Southern),Wyoming,Appalachia,Active,Underground,Operating Subsidiary,Mine only,Double Bonus Coal Company,"100 Cranberry Creek Drive, Beckley, WV 25801",United Mine Workers of America,500901,119,243787
2011,4609062,Coal Mountain No 1 Surface,West Virginia (Southern),Wyoming,Appalachia,Active,Surface,Operating Subsidiary,Mine only,Dynamic Energy Inc,"100 Cranberry Creek Drive, Beckley, WV 25801",United Mine Workers of America,1373249,127,286287
2011,4609213,Beckley No. 3,West Virginia (Southern),Wyoming,Appalachia,Active,Underground,Contractor,Mine only,"Baylor Mining, Inc.","P.O. Box 577, Mabscott, WV 25871",,133318,42,101249
2011,4609222,Green Ridge #2,West Virginia (Southern),Wyoming,Appalachia,"Active, men working, not producing",Underground,Indepedent Producer Operator,Mine only,"Pinnacle Mining Company, Llc","P.O. Box 338, Pineville, WV 24874",,106351,28,90964
2011,4609301,Still Run No 3,West Virginia (Southern),Wyoming,Appalachia,Active,Underground,Indepedent Producer Operator,Mine only,"Brooks Run Mining Co., Llc","208 Business Street, Beckley, WV 25801",,150785,54,74688
2011,4800083,Wyodak Mine,Wyoming,Campbell,Western,Active,Surface,Operating Subsidiary,Mine only,Wyodak Resources Development C,"3338 Garner Lake Rd, Gillette, WY 82716",,5691756,116,205068
2011,4800732,Belle Ayr Mine,Wyoming,Campbell,Western,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Alpha Coal West, Inc.","P.O. Box 3040, Gillette, WY 82717",,24582007,351,755488
2011,4800977,Black Thunder,Wyoming,Campbell,Western,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Thunder Basin Coal Company Llc,"P.O. Box 406, Wright, WY 82732",,104958277,1602,3372128
2011,4800992,Cordero Mine,Wyoming,Campbell,Western,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Cordero Mining Llc,"P.O. Box 1449, Gillette, WY 82717",,39455590,615,1279123
2011,4800993,Rawhide Mine,Wyoming,Campbell,Western,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Caballo Mining, Llc","P.O. Box 3042, Gillette, WY 82717",,15011017,223,472424
2011,4801034,Caballo Mine,Wyoming,Campbell,Western,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Peabody Caballo Mining, Llc","2298 Bishop Rd/Caller Box 3041, Gillette, WY 82717",,24137594,409,845434
2011,4801078,Eagle Butte Mine,Wyoming,Campbell,Western,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,"Alpha Coal West, Inc.","P.O. Box 3040, Gillette, WY 82717",,25365054,310,673320
2011,4801200,Buckskin Mine,Wyoming,Campbell,Western,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Kiewit Mining Group,"P.O. Box 3027, Gillette, WY 82716",,24967006,393,938817
2011,4801215,Coal Creek Mine,Wyoming,Campbell,Western,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Thunder Basin Coal Company Llc,"P.O. Box 406, Wright, WY 82732",,10013251,152,326747
2011,4801353,North Antelope Rochelle Mine,Wyoming,Campbell,Western,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Peabody Powder River Mining Ll,"Caller Box 3034, Gillette, WY 82717",,109064323,1302,2748582
2011,4801429,Dry Fork Mine,Wyoming,Campbell,Western,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Western Fuels-Wyoming Inc,"P.O. Box 1809, Gillette, WY 82717",,5776092,79,162614
2011,4801337,Antelope Coal Mine,Wyoming,Converse,Western,Active,Surface,Operating Subsidiary,Mine only,Antelope Coal Llc,"Caller Box 3008, Gillette, WY 82717",,37060246,547,1156725
2011,4800086,Kemmerer Mine,Wyoming,Lincoln,Western,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Westmoreland Kemmerer Inc,"P.O. Box 950, Kemmerer, WY 83101",United Mine Workers of America,4567225,295,598699
2011,4800677,Jim Bridger Mine,Wyoming,Sweetwater,Western,Active,Surface,Operating Subsidiary,Mine only,Bridger Coal Company,"P.O. Box 68, Point Of Rock, WY 82942",Western Energy Workers,1421715,192,391982
2011,4801180,Black Butte And Leucite Hills,Wyoming,Sweetwater,Western,Active,Surface,Operating Subsidiary,Mine only,Black Butte Coal Company,"P.O. Box 98, Point Of Rock, WY 82942",,3274768,192,411886
2011,4801645,Addcar System 18 Hwm Serial No,Wyoming,Sweetwater,Western,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Icg Addcar Systems Llc,"No. 1 Hwm Drive, Ashland, KY 41102",,255619,23,36290
2011,4801646,Bridger Underground Coal Mine,Wyoming,Sweetwater,Western,Active,Underground,Operating Subsidiary,Mine only,Bridger Coal Company,"P.O. Box 68, Point Of Rock, WY 82942",Western Energy Workers,3043110,234,567344
